Farm_ID,State,District,Crop,Season,Farm_Area_Hectares,Rainfall_mm,Avg_Temperature_C,Humidity_pct,Sunlight_Hours_Day,Soil_pH,Soil_Moisture_pct,Nitrogen_kg_ha,Phosphorus_kg_ha,Potassium_kg_ha,Irrigation_Method,Fertilizer_kg_ha,Pesticide_Litre_ha,Seed_Quality_Score,Yield_Tonnes_Ha,Production_Tonnes,Market_Price_INR_Tonne,Total_Cost_INR,Revenue_INR,Profit_INR,Water_Used_m3,Water_Efficiency_t_per_1000m3,Disease_Pest_Risk_pct,Rel_Yield,Profit_per_Ha,Revenue_per_Ha,Cost_per_Ha,Water_per_Ha,Is_Profitable,Breakeven_Yield,Yield_vs_Breakeven
SF10075,Madhya Pradesh,Nalgonda,Wheat,Kharif,13.3,935.5,28.0,55.6,6.8,7.21,27.3,131.9,48.9,93.9,Drip,149.7,0.64,0.72,2.77,36.84,22812,657906,840394,182488,5715,6.446,59.0,1.2505643340857788,13720.902255639097,63187.51879699248,49466.61654135338,429.69924812030075,True,2.1684471568189276,1.277411806549872
SF10076,Maharashtra,Guntur,Sugarcane,Kharif,10.64,869.0,33.2,82.3,5.6,6.42,37.4,148.0,104.4,90.2,Flood,212.2,5.8,0.79,62.58,665.85,3651,755288,2431018,1675730,23608,28.204,58.8,1.302935665209244,157493.42105263157,228479.13533834586,70985.71428571428,2218.796992481203,True,19.442814101811635,3.2186698732139267
SF10077,Gujarat,Erode,Rice,Kharif,9.53,895.9,29.3,69.4,6.7,6.55,33.2,97.8,56.4,132.2,Flood,194.7,4.54,0.82,3.51,33.45,24003,693617,802900,109283,15015,2.228,46.1,1.4268292682926829,11467.261280167892,84249.73767051417,72782.47639034627,1575.5508919202518,True,3.032224154911731,1.1575661364989611
SF10078,Punjab,Nashik,Rice,Kharif,12.47,752.1,30.0,79.9,7.6,5.69,35.2,107.1,72.0,59.2,Drip,302.2,3.21,0.83,1.21,15.09,20835,870507,314400,-556107,17522,0.861,52.0,0.491869918699187,-44595.58941459502,25212.510024057738,69808.09943865276,1405.1323175621492,False,3.350520731396821,0.3611378937791425
SF10079,Madhya Pradesh,Nalgonda,Chilli,Rabi,10.0,288.6,23.8,61.1,6.9,6.65,26.4,151.5,67.7,182.6,Flood,154.3,1.94,0.9,2.18,21.8,106176,681239,2314637,1633398,6656,3.275,48.4,1.4019292604501608,163339.8,231463.7,68123.9,665.6,True,0.6416129822182037,3.3976868617328138
SF10080,Karnataka,Nashik,Sugarcane,Zaid,9.29,353.9,30.6,46.8,9.1,7.31,8.4,126.5,100.8,101.3,Rainfed,167.2,3.45,0.9,33.55,311.68,3955,541528,1232694,691166,8213,37.95,31.2,0.6985217572350614,74398.9235737352,132690.4198062433,58291.49623250808,884.0688912809474,True,14.7386842560071,2.2763225955075264
SF10081,Gujarat,Ludhiana,Wheat,Rabi,9.89,336.6,21.1,47.1,7.6,6.98,21.9,131.3,60.5,132.2,Drip,137.0,6.19,0.7,2.45,24.23,24188,543083,586075,42992,4311,5.621,31.4,1.106094808126411,4347.017189079878,59259.35288169868,54912.335692618806,435.8948432760364,True,2.2702305148263107,1.0791855646374497
SF10082,Madhya Pradesh,Nalgonda,Chilli,Kharif,4.98,840.8,28.0,70.9,7.9,5.66,28.3,134.4,46.7,94.8,Flood,151.4,7.02,0.77,0.6,2.99,101883,291542,304630,13088,4366,0.685,53.4,0.38585209003215426,2628.1124497991964,61170.68273092369,58542.57028112449,876.7068273092369,True,0.5746058742000578,1.044193989202242
SF10083,Andhra Pradesh,Raichur,Sugarcane,Rabi,2.46,629.3,23.5,47.5,8.9,6.32,27.2,158.9,44.2,116.8,Rainfed,139.4,6.41,0.83,49.52,121.82,3654,165909,445130,279221,2611,46.656,35.2,1.0310222777430773,113504.47154471544,180947.15447154472,67442.68292682926,1061.3821138211383,True,18.457220286488578,2.6829608809648664
SF10084,Karnataka,Warangal,Pulses,Rabi,7.06,347.6,24.4,51.4,6.9,6.69,19.7,121.2,40.0,78.1,Sprinkler,128.3,4.81,0.76,1.01,7.13,74942,364864,534336,169472,2392,2.981,44.1,1.074468085106383,24004.532577903683,75684.98583569405,51680.453257790374,338.81019830028333,True,0.6896060054147257,1.4646044147956496
SF10085,Telangana,Guntur,Wheat,Rabi,14.18,306.6,24.3,49.5,7.9,6.68,24.0,161.0,49.7,135.6,Rainfed,173.4,9.13,0.9,2.54,36.02,22904,958688,825002,-133686,4746,7.59,33.9,1.146726862302483,-9427.785613540198,58180.67700987306,67608.46262341326,334.6967559943583,False,2.951819010802186,0.860486361360526
SF10086,Telangana,Krishna,Rice,Kharif,11.43,1007.5,27.9,63.6,6.3,6.4,26.3,83.8,47.9,124.7,Flood,249.6,2.55,0.98,3.33,38.06,17866,836159,679980,-156179,17890,2.127,54.5,1.353658536585366,-13663.95450568679,59490.813648293966,73154.76815398075,1565.1793525809273,False,4.0946360771286665,0.8132590875658816
SF10087,Gujarat,Guntur,Wheat,Kharif,2.94,999.5,31.1,77.8,8.0,6.92,39.9,143.0,51.8,94.6,Sprinkler,132.4,4.74,0.9,2.65,7.79,24206,176531,188565,12034,1608,4.845,48.3,1.1963882618510158,4093.197278911565,64137.75510204082,60044.55782312925,546.9387755102041,True,2.480565059205538,1.0683049775960027
SF10088,Madhya Pradesh,Warangal,Chilli,Kharif,5.72,931.0,28.2,70.2,8.9,6.93,27.8,77.7,68.9,107.2,Rainfed,236.9,5.57,0.8,1.98,11.33,109884,453409,1244986,791577,1628,6.959,55.9,1.2733118971061093,138387.58741258743,217654.8951048951,79267.3076923077,284.61538461538464,True,0.7213726083170225,2.744767374269147
SF10089,Andhra Pradesh,Raichur,Chilli,Kharif,13.29,782.6,22.9,55.5,5.9,6.55,37.3,80.3,58.6,92.0,Rainfed,106.8,8.08,0.82,2.19,29.11,92503,635701,2692762,2057061,4522,6.437,34.3,1.4083601286173633,154782.61851015803,202615.6508653123,47833.03235515425,340.25583145221975,True,0.5170970925824487,4.2351814222409585
SF10090,Madhya Pradesh,Indore,Rice,Rabi,13.57,281.2,24.2,49.5,7.6,6.53,20.7,121.1,51.8,83.1,Drip,207.9,4.54,0.99,3.39,46.0,19221,896302,884166,-12136,20830,2.208,37.6,1.378048780487805,-894.3257184966839,65155.93220338983,66050.25792188651,1535.0036845983786,False,3.4363590823519337,0.9865092438709274
SF10091,Telangana,Guntur,Cotton,Rabi,10.09,599.6,23.8,66.7,8.0,6.04,28.3,122.9,81.9,73.5,Drip,173.1,7.97,0.8,1.39,14.03,60616,643648,850442,206794,5719,2.453,46.4,1.1209677419354838,20494.945490584738,84285.62933597622,63790.683845391475,566.798810703667,True,1.0523736941631165,1.3208235892910412
SF10092,Gujarat,Erode,Pulses,Rabi,12.32,683.4,29.7,37.8,7.5,6.7,21.8,111.9,54.0,65.2,Flood,117.7,5.41,0.91,1.58,19.47,58916,727065,1147095,420030,5323,3.658,35.7,1.6808510638297873,34093.344155844155,93108.36038961039,59015.01623376623,432.06168831168833,True,1.0016806340173507,1.5773490535234127
SF10093,Gujarat,Guntur,Sugarcane,Kharif,12.74,973.7,29.9,57.5,7.4,6.65,25.8,110.1,57.6,89.8,Drip,134.0,4.39,0.72,70.23,894.73,3671,856862,3284554,2427692,18596,48.114,51.9,1.462211118051218,190556.67189952903,257814.2857142857,67257.61381475667,1459.6546310832025,True,18.3213331012685,3.833236348676917
SF10094,Punjab,Nalgonda,Rice,Zaid,10.27,460.2,31.7,44.2,9.0,6.64,17.3,118.0,55.5,112.6,Flood,247.2,5.92,0.79,3.27,33.58,24002,766612,805987,39375,18301,1.835,17.1,1.329268292682927,3833.98247322298,78479.74683544305,74645.76436222006,1781.9863680623175,True,3.109981016674446,1.0514533633702576
SF10095,Maharashtra,Indore,Groundnut,Kharif,4.03,1096.7,27.3,82.9,7.6,6.48,32.8,146.1,40.3,82.4,Rainfed,232.1,6.66,0.77,1.5,6.04,64834,258458,391597,133139,731,8.263,59.4,1.0714285714285714,33036.97270471464,97170.47146401985,64133.49875930521,181.3895781637717,True,0.989195464714582,1.516383822516618
SF10096,Gujarat,Warangal,Pulses,Kharif,3.76,950.0,25.5,84.0,5.8,6.33,33.7,140.9,62.8,130.3,Flood,150.0,3.28,0.95,1.21,4.55,70036,223965,318664,94699,1828,2.489,56.8,1.2872340425531916,25185.90425531915,84751.06382978724,59565.15957446809,486.1702127659575,True,0.8504934544301229,1.4227034831335252
SF10097,Tamil Nadu,Guntur,Pulses,Kharif,10.41,585.6,29.2,70.1,7.1,7.64,34.6,98.5,72.5,135.0,Drip,164.5,4.97,0.96,0.55,5.73,82936,684024,475223,-208801,3010,1.904,45.5,0.5851063829787235,-20057.732949087414,45650.62439961575,65708.35734870317,289.1450528338136,False,0.7922778690641358,0.6942008876881514
SF10098,Maharashtra,Ludhiana,Groundnut,Kharif,9.1,652.8,25.0,77.5,7.6,7.23,29.9,98.3,42.8,126.9,Rainfed,253.1,3.82,0.79,1.42,12.92,53588,545378,692357,146979,2681,4.819,61.5,1.0142857142857142,16151.538461538463,76083.18681318681,59931.64835164836,294.61538461538464,True,1.1183781509227506,1.2696957633054502
SF10099,Madhya Pradesh,Raichur,Pulses,Kharif,9.9,1121.7,27.6,75.5,6.1,6.85,39.5,107.2,89.9,103.5,Flood,167.8,4.7,0.87,1.06,10.49,88373,588226,927033,338807,4884,2.148,64.1,1.1276595744680853,34222.92929292929,93639.69696969696,59416.767676767675,493.3333333333333,True,0.6723407338979969,1.5765815553885751
SF10100,Madhya Pradesh,Krishna,Wheat,Rabi,13.36,297.6,24.5,63.9,6.4,6.15,22.1,95.1,28.5,132.6,Flood,283.0,4.95,0.74,1.66,22.18,24589,908232,545384,-362848,9398,2.36,45.9,0.7494356659142213,-27159.28143712575,40822.155688622755,67981.4371257485,703.4431137724551,False,2.764709306020924,0.6004247883800615
SF10101,Andhra Pradesh,Erode,Pulses,Rabi,3.05,585.1,23.0,51.5,7.4,6.26,31.6,142.0,76.6,138.3,Flood,147.9,7.39,0.68,1.09,3.32,67572,207017,224339,17322,1492,2.225,31.3,1.1595744680851066,5679.344262295082,73553.77049180328,67874.4262295082,489.1803278688525,True,1.0044756145964038,1.0851433167324425
SF10102,Karnataka,Guntur,Wheat,Rabi,9.06,482.6,22.6,51.9,7.9,6.41,18.2,93.4,105.9,132.8,Flood,227.7,4.34,0.95,2.21,20.02,26429,549864,529109,-20755,5961,3.358,30.4,0.9977426636568849,-2290.8388520971303,58400.551876379686,60691.39072847682,657.9470198675497,False,2.2963937617192034,0.9623785070490156
SF10103,Punjab,Ludhiana,Pulses,Rabi,4.45,703.6,21.8,52.5,5.7,6.48,28.3,121.8,57.4,115.6,Drip,193.1,2.63,0.69,1.35,6.01,86409,250066,519318,269252,1388,4.33,53.0,1.4361702127659577,60506.06741573034,116700.67415730337,56194.60674157303,311.91011235955057,True,0.6503327979906379,2.075860242895876
SF10104,Tamil Nadu,Nashik,Maize,Kharif,2.35,679.8,30.6,66.0,5.8,7.17,31.4,88.1,67.2,89.4,Sprinkler,193.7,3.09,0.85,3.51,8.25,16408,157988,135366,-22622,1402,5.884,42.8,1.2315789473684209,-9626.382978723404,57602.55319148936,67228.93617021276,596.595744680851,False,4.09732668029088,0.8566561257817049
SF10105,Gujarat,Krishna,Wheat,Zaid,12.3,80.0,30.5,61.2,10.2,5.44,16.8,100.3,53.0,125.6,Flood,302.3,5.9,0.87,0.3,3.69,26773,1063989,98792,-965197,9826,0.376,31.3,0.13544018058690746,-78471.30081300813,8031.869918699186,86503.17073170732,798.8617886178861,False,3.230985348362429,0.09285093172955736
SF10106,Telangana,Warangal,Groundnut,Kharif,13.44,981.1,27.2,78.8,8.2,6.5,25.0,114.7,39.9,76.1,Rainfed,194.3,6.1,0.9,1.79,24.06,52927,857391,1273424,416033,3856,6.24,55.7,1.2785714285714287,30954.83630952381,94748.80952380953,63793.97321428572,286.9047619047619,True,1.2053200297444728,1.4850827629401289
SF10107,Madhya Pradesh,Guntur,Groundnut,Zaid,11.21,241.9,32.0,37.0,9.3,7.28,21.3,119.5,42.9,98.4,Drip,347.9,10.76,0.89,1.0,11.21,58908,979301,660359,-318942,4291,2.612,5.0,0.7142857142857143,-28451.561106155215,58908.02854594112,87359.58965209633,382.78322925958963,False,1.4829834598373113,0.6743163542159153
SF10108,Maharashtra,Krishna,Groundnut,Kharif,0.73,758.7,29.5,95.0,5.0,5.2,25.6,75.5,44.9,89.9,Drip,172.9,3.64,0.9,0.3,0.22,52598,44813,11572,-33241,301,0.731,59.5,0.2142857142857143,-45535.61643835616,15852.054794520549,61387.67123287672,412.32876712328766,False,1.167110369840616,0.25704509852051854
SF10109,Maharashtra,Rajkot,Cotton,Rabi,11.07,248.7,26.3,49.9,8.4,6.13,38.1,164.6,41.2,153.2,Drip,205.6,3.36,0.86,1.19,13.17,70978,655991,934780,278789,6911,1.906,44.5,0.9596774193548386,25184.191508581753,84442.63775971092,59258.44625112918,624.2999096657633,True,0.8348847002046997,1.42534651755893
SF10110,Telangana,Indore,Maize,Rabi,4.05,478.5,23.1,73.2,8.5,7.09,23.2,130.0,50.9,120.0,Drip,341.6,6.2,0.85,3.95,16.0,19804,279751,316864,37113,2055,7.786,44.9,1.3859649122807018,9163.703703703704,78238.02469135803,69074.32098765433,507.40740740740745,True,3.487897444337221,1.1324874263184046
SF10111,Maharashtra,Ludhiana,Pulses,Kharif,13.42,926.2,26.6,80.5,6.5,6.69,30.1,156.0,88.3,98.3,Drip,96.2,4.16,0.89,1.73,23.22,73297,584910,1701956,1117046,3763,6.171,58.5,1.8404255319148937,83237.40685543964,126822.35469448584,43584.9478390462,280.40238450074514,True,0.5946348123258278,2.9093486693679367
SF10112,Andhra Pradesh,Rajkot,Groundnut,Rabi,5.8,410.9,23.5,51.4,6.3,7.08,27.4,141.7,76.5,73.7,Drip,181.6,5.67,0.7,1.89,10.96,66100,384950,724456,339506,2058,5.326,42.7,1.35,58535.51724137931,124906.20689655172,66370.68965517242,354.82758620689657,True,1.0040951536334708,1.8822917261982073
SF10113,Andhra Pradesh,Rajkot,Maize,Rabi,1.03,489.2,18.4,58.0,9.3,6.25,21.8,128.1,48.7,103.4,Rainfed,98.1,7.9,0.66,2.44,2.51,21424,60695,53774,-6921,291,8.625,20.3,0.856140350877193,-6719.417475728155,52207.76699029126,58927.18446601942,282.5242718446602,False,2.750522053118905,0.8871043216080401
SF10114,Tamil Nadu,Rajkot,Sugarcane,Rabi,14.35,740.8,24.8,72.5,7.9,7.0,26.3,87.3,30.2,107.6,Sprinkler,147.1,2.23,0.92,58.06,833.16,3807,847509,3171840,2324331,27123,30.718,64.2,1.2088278159483656,161974.2857142857,221034.14634146343,59059.8606271777,1890.1045296167247,True,15.513491102489546,3.742548960542012
SF10115,Andhra Pradesh,Ludhiana,Pulses,Kharif,11.89,937.3,22.8,72.9,6.8,6.89,23.1,61.3,62.8,140.9,Rainfed,174.4,1.89,0.69,0.99,11.77,74584,840145,877854,37709,2683,4.387,64.9,1.0531914893617023,3171.488645920942,73831.28679562657,70659.79814970563,225.65180824222034,True,0.9473854734219891,1.0449811906278084
SF10116,Tamil Nadu,Raichur,Rice,Rabi,0.58,566.9,21.6,51.7,8.2,5.41,17.8,141.3,71.4,133.8,Drip,221.4,7.55,0.94,0.5,0.29,22660,40401,6571,-33830,849,0.342,37.1,0.2032520325203252,-58327.58620689656,11329.310344827587,69656.89655172414,1463.793103448276,False,3.074002495663025,0.16265438974282814
SF10117,Andhra Pradesh,Warangal,Maize,Kharif,13.77,850.2,31.2,57.4,8.3,5.8,29.8,109.1,57.8,140.6,Flood,129.9,2.9,0.92,1.43,19.69,21209,705327,417605,-287722,8861,2.222,55.4,0.5017543859649123,-20894.843863471317,30327.160493827163,51222.00435729848,643.5003631082062,False,2.4151069997311745,0.5921062711338144
SF10118,Andhra Pradesh,Nalgonda,Rice,Zaid,13.6,327.7,26.9,42.8,10.0,7.34,15.7,118.0,32.6,59.6,Sprinkler,235.3,6.63,0.67,1.54,20.94,20763,955996,434777,-521219,20384,1.027,31.4,0.6260162601626017,-38324.92647058824,31968.89705882353,70293.82352941176,1498.8235294117646,False,3.385533089120636,0.4548766647559195
SF10119,Karnataka,Nashik,Pulses,Rabi,11.2,346.3,23.4,32.4,7.2,6.91,25.0,129.4,34.7,104.6,Sprinkler,129.0,6.4,0.81,1.12,12.54,69488,668822,871380,202558,3842,3.264,32.6,1.1914893617021278,18085.535714285714,77801.78571428572,59716.25000000001,343.03571428571433,True,0.8593750000000001,1.3032727272727271
SF10120,Karnataka,Erode,Groundnut,Kharif,13.76,968.7,27.3,71.1,5.7,6.88,27.0,96.8,62.5,128.4,Sprinkler,232.2,1.55,0.88,1.91,26.28,40712,964006,1069911,105905,7261,3.619,74.9,1.3642857142857143,7696.584302325581,77755.15988372093,70058.57558139534,527.6889534883721,True,1.7208335523038747,1.1099272195401273
SF10121,Gujarat,Rajkot,Groundnut,Kharif,11.46,619.1,24.5,83.3,6.6,6.71,30.4,84.1,46.5,113.3,Rainfed,184.4,4.84,0.84,2.07,23.72,65653,811732,1557289,745557,2898,8.185,60.2,1.4785714285714286,65057.32984293193,135889.09249563699,70831.76265270506,252.87958115183244,True,1.0788808226997253,1.918654921328714
SF10122,Maharashtra,Erode,Cotton,Kharif,3.26,896.1,34.8,69.5,7.2,5.55,31.5,63.3,59.8,144.8,Sprinkler,164.3,4.67,0.98,0.3,0.98,57631,193353,56478,-136875,2439,0.402,51.3,0.24193548387096772,-41986.19631901841,17324.539877300616,59310.73619631902,748.159509202454,False,1.0291464003109267,0.2915037160013033
SF10123,Madhya Pradesh,Warangal,Rice,Rabi,4.65,227.6,24.9,55.9,6.8,7.8,26.3,97.5,96.6,97.0,Flood,162.3,3.82,0.95,0.66,3.07,26404,294129,81060,-213069,8874,0.346,36.6,0.2682926829268293,-45821.290322580644,17432.25806451613,63253.54838709677,1908.3870967741934,False,2.3956047715155573,0.2755045439246045
SF10124,Punjab,Indore,Pulses,Kharif,2.54,499.7,29.6,76.4,7.2,7.74,30.7,112.7,42.4,125.0,Drip,201.3,4.02,0.97,0.4,1.02,73000,182833,74460,-108373,895,1.14,51.3,0.4255319148936171,-42666.535433070865,29314.96062992126,71981.49606299213,352.3622047244094,False,0.9860478912738647,0.405659809771759
SF10125,Madhya Pradesh,Rajkot,Pulses,Kharif,14.46,763.3,32.5,77.0,6.3,7.23,27.2,158.4,51.1,56.6,Rainfed,206.5,4.14,0.97,0.78,11.28,79479,1012756,896523,-116233,2927,3.854,65.4,0.8297872340425533,-8038.243430152143,62000.207468879664,70038.45089903181,202.4204702627939,False,0.881219578744471,0.8851369384135962
SF10126,Maharashtra,Nalgonda,Chilli,Rabi,8.45,575.8,24.3,57.8,7.5,7.02,18.5,115.2,67.5,125.0,Sprinkler,197.3,4.51,0.93,2.34,19.77,90018,532885,1779656,1246771,5842,3.384,57.1,1.5048231511254018,147546.86390532544,210610.17751479291,63063.31360946746,691.3609467455622,True,0.7005633718752634,3.340168918246901
SF10127,Telangana,Guntur,Wheat,Rabi,3.75,99.6,27.2,56.7,6.8,6.08,26.1,160.8,66.3,46.8,Rainfed,101.6,4.45,0.97,1.6,6.0,23135,192862,138810,-54052,1165,5.15,41.7,0.7223476297968399,-14413.866666666667,37016.0,51429.86666666667,310.6666666666667,False,2.2230329227000936,0.7197374288351257
SF10128,Tamil Nadu,Erode,Wheat,Rabi,11.28,281.9,23.4,69.3,7.4,6.62,27.2,154.3,28.4,95.3,Rainfed,154.9,5.89,0.68,2.24,25.27,27337,702245,690806,-11439,3065,8.245,31.0,1.0112866817155757,-1014.0957446808511,61241.66666666667,62255.76241134752,271.7198581560284,False,2.2773443469052026,0.9836018005112176
SF10129,Maharashtra,Raichur,Maize,Rabi,10.33,606.2,21.7,46.6,9.5,6.73,33.2,121.8,60.8,92.8,Drip,166.9,3.5,0.84,4.89,50.51,19769,685674,998532,312858,5130,9.846,48.8,1.7157894736842103,30286.350435624394,96663.31074540174,66376.96030977735,496.6118102613746,True,3.35762862612056,1.4563850099318334
SF10130,Maharashtra,Nalgonda,Pulses,Rabi,3.95,296.0,23.2,68.3,8.3,6.93,17.0,77.0,76.7,68.9,Sprinkler,114.9,9.35,0.74,1.01,3.99,86219,272305,344014,71709,1545,2.583,22.2,1.074468085106383,18154.177215189873,87092.15189873417,68937.97468354431,391.1392405063291,True,0.7995682469472426,1.263181728209177
SF10131,Tamil Nadu,Nalgonda,Wheat,Kharif,4.55,759.9,26.9,78.0,8.1,6.17,32.2,115.5,63.7,55.6,Flood,127.0,5.57,0.91,2.73,12.42,23075,292455,286592,-5863,3187,3.897,47.0,1.2325056433408579,-1288.5714285714287,62987.25274725275,64275.82417582418,700.4395604395605,False,2.7855178407724455,0.980069113196902
SF10132,Karnataka,Guntur,Cotton,Kharif,6.85,1044.5,26.3,73.7,7.1,7.12,31.5,153.5,70.0,88.9,Sprinkler,178.3,4.87,0.96,1.86,12.74,67026,398694,853911,455217,5482,2.324,46.2,1.5,66455.03649635037,124658.5401459854,58203.50364963504,800.2919708029198,True,0.868372029505491,2.1419390961489264
SF10133,Telangana,Warangal,Sugarcane,Kharif,3.83,1158.2,27.2,68.4,7.0,7.4,32.2,84.3,51.2,95.2,Sprinkler,252.4,5.08,0.82,29.47,112.87,3123,263380,352493,89113,6337,17.811,53.9,0.6135748490526753,23267.10182767624,92034.72584856396,68767.62402088773,1654.5691906005222,True,22.019732315365907,1.3383450615080872
SF10134,Telangana,Indore,Chilli,Rabi,5.69,765.3,22.2,56.6,7.4,6.42,21.5,139.4,72.6,128.8,Flood,227.4,5.88,0.87,1.88,10.7,117774,375375,1260182,884807,5136,2.083,37.9,1.2090032154340835,155502.10896309314,221473.11072056237,65971.00175746925,902.6362038664323,True,0.5601491140444347,3.356249171628371
SF10135,Tamil Nadu,Ludhiana,Cotton,Rabi,8.33,537.6,20.5,63.2,7.2,7.31,30.0,126.6,82.2,98.2,Drip,201.8,3.16,0.7,1.11,9.25,62535,460863,578449,117586,5878,1.574,41.0,0.8951612903225807,14115.96638655462,69441.65666266506,55325.69027611044,705.6422569027611,True,0.8847156036797065,1.2546404690764936
SF10136,Telangana,Erode,Cotton,Rabi,4.29,812.8,28.0,56.6,8.7,7.65,27.6,126.0,43.4,158.3,Rainfed,272.7,5.64,0.97,0.51,2.19,71950,281826,157570,-124256,1849,1.184,57.3,0.4112903225806452,-28964.102564102563,36729.60372960373,65693.70629370629,431.002331002331,False,0.913046647584521,0.5585694896851249
SF10137,Madhya Pradesh,Nashik,Groundnut,Rabi,5.33,582.1,22.4,44.7,8.0,5.2,19.5,133.4,63.0,125.4,Flood,139.1,4.68,0.94,0.3,1.6,52984,278482,84774,-193708,3109,0.515,36.6,0.2142857142857143,-36342.964352720446,15905.065666041275,52248.030018761725,583.3020637898686,False,0.9861095806047434,0.30422582429025935
SF10138,Maharashtra,Krishna,Wheat,Kharif,6.37,672.2,25.3,66.5,8.6,6.73,37.6,115.8,60.6,108.7,Drip,137.3,6.29,0.91,4.38,27.9,23998,417483,669544,252061,3243,8.603,46.9,1.9774266365688489,39570.01569858713,105108.94819466247,65538.93249607536,509.10518053375193,True,2.7310164387063653,1.603798475147491
SF10139,Telangana,Ludhiana,Wheat,Rabi,13.3,752.6,26.9,45.1,8.4,5.74,24.4,154.8,81.9,91.4,Drip,124.1,4.74,0.76,1.49,19.82,22320,912967,442382,-470585,6473,3.062,30.3,0.672686230248307,-35382.330827067664,33261.80451127819,68644.13533834586,486.69172932330827,False,3.075454092219797,0.4844813010765997
SF10140,Punjab,Erode,Wheat,Rabi,9.85,586.7,28.3,56.9,7.8,6.96,21.9,140.5,70.9,147.9,Flood,147.6,3.67,0.78,3.16,31.13,21067,752982,655816,-97166,7671,4.058,44.3,1.4266365688487586,-9864.568527918782,66580.30456852792,76444.87309644671,778.7817258883249,False,3.628654915101662,0.8708461052189825
SF10141,Tamil Nadu,Warangal,Groundnut,Kharif,8.76,443.7,28.8,77.7,8.4,8.4,32.3,139.5,47.3,96.8,Drip,281.3,2.15,0.99,0.3,2.63,59496,557065,156474,-400591,4202,0.626,66.0,0.2142857142857143,-45729.56621004566,17862.328767123287,63591.89497716895,479.68036529680364,False,1.0688431991590854,0.2806772782350354
SF10142,Madhya Pradesh,Nashik,Wheat,Kharif,11.36,695.0,25.8,67.0,5.6,7.19,31.1,134.4,69.3,108.5,Rainfed,245.2,6.07,0.89,2.17,24.65,19736,649416,486492,-162924,3334,7.394,38.8,0.979683972911964,-14341.901408450705,42825.0,57166.90140845071,293.48591549295776,False,2.896579925438321,0.7491593727287286
SF10143,Andhra Pradesh,Rajkot,Wheat,Kharif,5.98,873.4,28.0,75.4,6.5,6.82,21.3,122.8,55.8,55.4,Rainfed,161.4,4.38,0.71,2.54,15.19,27576,333731,418879,85148,1807,8.406,49.4,1.146726862302483,14238.795986622072,70046.65551839465,55807.85953177257,302.17391304347825,True,2.023783707998715,1.2550748333238448
SF10144,Tamil Nadu,Nalgonda,Rice,Rabi,2.07,336.3,24.0,48.2,10.1,6.71,17.9,124.5,59.7,166.8,Sprinkler,147.6,2.53,0.74,3.98,8.24,20254,146114,166893,20779,2491,3.308,36.9,1.6178861788617886,10038.16425120773,80624.63768115942,70586.4734299517,1203.3816425120774,True,3.485063366739987,1.1420165377718767
SF10145,Gujarat,Ludhiana,Chilli,Rabi,14.69,159.9,22.3,47.4,9.2,6.06,18.8,192.2,58.9,131.2,Flood,178.5,6.0,0.91,1.39,20.42,107756,1018941,2200378,1181437,12655,1.614,34.2,0.8938906752411574,80424.57454050375,149787.47447243024,69362.89993192648,861.4703880190606,True,0.6437033662341446,2.1593797281687555
SF10146,Karnataka,Krishna,Wheat,Kharif,13.57,922.3,28.0,87.4,6.0,6.07,27.3,111.3,54.5,104.8,Flood,184.9,6.25,0.74,1.98,26.87,20998,864572,564216,-300356,9147,2.938,48.1,0.8939051918735892,-22133.82461311717,41578.18717759764,63712.01179071481,674.060427413412,False,3.0341942942525386,0.65256203393124
SF10147,Telangana,Erode,Cotton,Rabi,11.52,537.2,26.2,63.9,7.0,7.63,22.4,121.3,44.7,124.1,Flood,159.7,9.77,0.72,0.66,7.6,65554,894553,498210,-396343,10714,0.709,35.4,0.5322580645161291,-34404.774305555555,43247.395833333336,77652.17013888889,930.0347222222223,False,1.184552737268342,0.5571723227131316
SF10148,Madhya Pradesh,Krishna,Chilli,Kharif,1.07,880.4,33.3,71.7,8.2,7.84,40.9,146.0,71.8,109.1,Flood,118.5,5.35,0.87,0.47,0.5,89501,71809,44750,-27059,742,0.674,47.4,0.3022508038585209,-25288.78504672897,41822.42990654206,67111.21495327102,693.4579439252336,False,0.7498375990577872,0.6268023910651869
